Elucidation of the antiviral mechanism of cystine and theanine through transcriptome analysis of mice and comparison with COVID-19 gene set data	2020-06-26	https://doi.org/10.1101/2020.06.25.149427
Single-cell RNA-seq and V(D)J profiling of immune cells in COVID-19 patients	2020-05-27	https://doi.org/10.1101/2020.05.24.20101238
Decoding of persistent multiscale structures in complex biological networks	2020-06-17	https://doi.org/10.1101/2020.06.16.151555
Multi-level proteomics reveals host-perturbation strategies of SARS-CoV-2 and SARS-CoV	2020-06-17	https://doi.org/10.1101/2020.06.17.156455
Characterisation of the transcriptome and proteome of SARS-CoV-2 using direct RNA sequencing and tandem mass spectrometry reveals evidence for a cell passage induced in-frame deletion in the spike glycoprotein that removes the furin-like cleavage site.	2020-03-24	https://doi.org/10.1101/2020.03.22.002204
Nonstructural protein 1 of SARS-CoV-2 is a potent pathogenicity factor redirecting host protein synthesis machinery toward viral RNA.	2020-08-10	https://doi.org/10.1101/2020.08.09.243451
Atlas of ACE2 gene expression in mammals reveals novel insights in transmission of SARS-Cov-2	2020-03-31	https://doi.org/10.1101/2020.03.30.015644
Sequence analysis of SARS-CoV-2 genome reveals features important for vaccine design	2020-03-31	https://doi.org/10.1101/2020.03.30.016832
Transcriptional profiling reveals TRPM5-expressing cells involved in viral infection in the olfactory epithelium	2020-05-15	https://doi.org/10.1101/2020.05.14.096016
Noncanonical junctions in subgenomic RNAs of SARS-CoV-2 lead to variant open reading frames.	2020-04-29	https://doi.org/10.1101/2020.04.28.066951
Multiomic Immunophenotyping of COVID-19 Patients Reveals Early Infection Trajectories	2020-07-28	https://doi.org/10.1101/2020.07.27.224063
Blood single cell immune profiling reveals the interferon-MAPK pathway mediated adaptive immune response for COVID-19	2020-03-17	https://doi.org/10.1101/2020.03.15.20033472
Upregulation of Human Endogenous Retroviruses in Bronchoalveolar Lavage Fluid of COVID-19 Patients	2020-05-15	https://doi.org/10.1101/2020.05.10.20096958
An in silico map of the SARS-CoV-2 RNA Structurome	2020-04-18	https://doi.org/10.1101/2020.04.17.045161
Transcriptional Difference between SARS-COV-2 and other Human Coronaviruses Revealed by Sub-genomic RNA Profiling	2020-04-18	https://doi.org/10.1101/2020.04.16.043224
Immune transcriptomes of highly exposed SARS-CoV-2 asymptomatic seropositive versus seronegative individuals from the Ischgl community	2020-09-02	https://doi.org/10.1101/2020.09.01.20185884
An intestinal cell type in zebrafish is the nexus for the SARS-CoV-2 receptor and the Renin-Angiotensin-Aldosterone System that contributes to COVID-19 comorbidities	2020-09-02	https://doi.org/10.1101/2020.09.01.278366
Structural Variants in SARS-CoV-2 Occur at Template-Switching Hotspots	2020-09-02	https://doi.org/10.1101/2020.09.01.278952
Transcriptomic profiling of disease severity in patients with COVID-19 reveals role of blood clotting and vasculature related genes	2020-06-22	https://doi.org/10.1101/2020.06.18.20132571
ACE2 Expression is Increased in the Lungs of Patients with Comorbidities Associated with Severe COVID-19	2020-03-27	https://doi.org/10.1101/2020.03.21.20040261
Single-cell atlas of a non-human primate reveals new pathogenic mechanisms of COVID-19	2020-04-10	https://doi.org/10.1101/2020.04.10.022103
The architecture of SARS-CoV-2 transcriptome	2020-03-14	https://doi.org/10.1101/2020.03.12.988865
MINERVA: A facile strategy for SARS-CoV-2 whole genome deep sequencing of clinical samples	2020-04-25	https://doi.org/10.1101/2020.04.25.060947
Dysregulated transcriptional responses to SARS-CoV-2 in the periphery support novel diagnostic approaches	2020-07-26	https://doi.org/10.1101/2020.07.20.20155507
Hypertension and renin-angiotensin system blockers are not associated with expression of Angiotensin Converting Enzyme 2 (ACE2) in the kidney	2020-05-26	https://doi.org/10.1101/2020.05.19.20106781
SARS-CoV-2 transcriptome analysis and molecular cataloguing of immunodominant epitopes for multi-epitope based vaccine design	2020-05-15	https://doi.org/10.1101/2020.05.14.097170
Longitudinal single-cell immune profiling revealed distinct innate immune response in asymptomatic COVID-19 patients	2020-09-03	https://doi.org/10.1101/2020.09.02.276865
Transcriptomic Similarities and Differences in Host Response between SARS-CoV-2 and Other Viral Infections	2020-06-21	https://doi.org/10.1101/2020.06.18.20131326
Transcriptional response of signalling pathways to SARS-CoV-2 infection in normal human bronchial epithelial cells	2020-06-20	https://doi.org/10.1101/2020.06.20.163006
Severely ill COVID-19 patients display augmented functional properties in SARS-CoV-2-reactive CD8+ T cells	2020-07-10	https://doi.org/10.1101/2020.07.09.194027
Robust three-dimensional expansion of human adult alveolar stem cells and SARS-CoV-2 infection	2020-07-10	https://doi.org/10.1101/2020.07.10.194498
A data-driven drug repositioning framework discovered a potential therapeutic agent targeting COVID-19	2020-03-12	https://doi.org/10.1101/2020.03.11.986836
High-throughput SARS-CoV-2 and host genome sequencing from single nasopharyngeal swabs	2020-07-29	https://doi.org/10.1101/2020.07.27.20163147
Comparative transcriptome analyses reveal genes associated with SARS-CoV-2 infection of human lung epithelial cells	2020-06-24	https://doi.org/10.1101/2020.06.24.169268
Integration of viral transcriptome sequencing with structure and sequence motifs predicts novel regulatory elements in SARS-CoV-2	2020-06-24	https://doi.org/10.1101/2020.06.24.169144
Hidden in plain sight: The effects of BCG vaccination in COVID-19 pandemic	2020-06-12	https://doi.org/10.1101/2020.06.09.142760
Cross-talk between the airway epithelium and activated immune cells defines severity in COVID-19	2020-05-05	https://doi.org/10.1101/2020.04.29.20084327
Type 2 and interferon inflammation strongly regulate SARS-CoV-2 related gene expression in the airway epithelium	2020-04-10	https://doi.org/10.1101/2020.04.09.034454
The spatial and cell-type distribution of SARS-CoV-2 receptor ACE2 in human and mouse brain	2020-04-09	https://doi.org/10.1101/2020.04.07.030650
SARS-CoV-2 might manipulate against its host the immunity RNAi/Dicer/Ago system	2020-04-09	https://doi.org/10.1101/2020.04.08.031856
Small molecules inhibit SARS-COV-2 induced aberrant inflammation and viral replication in mice by targeting S100A8/A9-TLR4 axis	2020-09-09	https://doi.org/10.1101/2020.09.09.288704
Interaction network of SARS-CoV-2 with host receptome through spike protein	2020-09-09	https://doi.org/10.1101/2020.09.09.287508
Assembly of an integrated human lung cell atlas reveals that SARS-CoV-2 receptor is co-expressed with key elements of the kinin-kallikrein, renin-angiotensin and coagulation systems in alveolar cells	2020-06-04	https://doi.org/10.1101/2020.06.02.20120634
Oligonucleotide capture sequencing of the SARS-CoV-2 genome and subgenomic fragments from COVID-19 individuals	2020-07-27	https://doi.org/10.1101/2020.07.27.223495
A-to-I RNA editing in SARS-COV-2: real or artifact?	2020-07-27	https://doi.org/10.1101/2020.07.27.223172
A modular framework for the development of targeted Covid-19 blood transcript profiling panels	2020-05-22	https://doi.org/10.1101/2020.05.20.107243
A CRISPR-based SARS-CoV-2 diagnostic assay that is robust against viral evolution and RNA editing	2020-07-03	https://doi.org/10.1101/2020.07.03.185850
Inhaled corticosteroids downregulate SARS-CoV-2-related gene expression in COPD: results from a RCT	2020-08-22	https://doi.org/10.1101/2020.08.19.20178368
SARS-CoV-2 activates lung epithelia cell proinflammatory signaling and leads to immune dysregulation in COVID-19 patients by single-cell sequencing	2020-05-13	https://doi.org/10.1101/2020.05.08.20096024
Identification of Three Endotypes in Pediatric Acute Respiratory Distress Syndrome by Nasal Transcriptomic Profiling	2020-05-02	https://doi.org/10.1101/2020.04.28.20083451
Cell type-specific immune dysregulation in severely ill COVID-19 patients	2020-07-24	https://doi.org/10.1101/2020.07.23.20161182
RNA-GPS Predicts SARS-CoV-2 RNA Localization to Host Mitochondria and Nucleolus	2020-04-28	https://doi.org/10.1101/2020.04.28.065201
Disparate temperature-dependent virus - host dynamics for SARS-CoV-2 and SARS-CoV in the human respiratory epithelium	2020-04-27	https://doi.org/10.1101/2020.04.27.062315
Compositional Variability and Mutation Spectra of Monophyletic SARS-CoV-2 Clades	2020-08-27	https://doi.org/10.1101/2020.08.26.267781
Disease severity-specific neutrophil signatures in blood transcriptomes stratify COVID-19 patients	2020-07-08	https://doi.org/10.1101/2020.07.07.20148395
Specific ACE2 Expression in Cholangiocytes May Cause Liver Damage After 2019-nCoV Infection	2020-02-04	https://doi.org/10.1101/2020.02.03.931766
Nrf2 Activator PB125 as a Potential TherapeuticAgent Against COVID-19	2020-05-17	https://doi.org/10.1101/2020.05.16.099788
Single-cell RNA Analysis on ACE2 Expression Provides Insight into SARS-CoV-2 Blood Entry and Heart Injury	2020-04-04	https://doi.org/10.1101/2020.03.31.20047621
Genes with 5' terminal oligopyrimidine tracts preferentially escape global suppression of translation by the SARS-CoV-2 NSP1 protein	2020-09-14	https://doi.org/10.1101/2020.09.13.295493
Single-cell RNA Expression of SARS-CoV-2 Cell Entry Factors in Human Endometrium during Preconception	2020-09-14	https://doi.org/10.1101/2020.09.14.296806
Multiple expression assessments of ACE2 and TMPRSS2 SARS-CoV-2 entry molecules in the urinary tract and their associations with clinical manifestations of COVID-19	2020-05-08	https://doi.org/10.1101/2020.05.08.083618
Epigenetic regulator miRNA pattern differences among SARS-CoV, SARS-CoV-2 and SARS-CoV-2 world-wide isolates delineated the mystery behind the epic pathogenicity and distinct clinical characteristics of pandemic COVID-19	2020-05-08	https://doi.org/10.1101/2020.05.06.081026
Lung biopsy cells transcriptional landscape from COVID-19 patient stratified lung injury in SARS-CoV-2 infection through impaired pulmonary surfactant metabolism	2020-05-08	https://doi.org/10.1101/2020.05.07.082297
ACE2-expressing endothelial cells in aging mouse brain	2020-07-11	https://doi.org/10.1101/2020.07.11.198770
Natural killer cell activation related to clinical outcome of COVID-19	2020-07-10	https://doi.org/10.1101/2020.07.07.20148478
Various RNA-binding proteins and their conditional networks explain miRNA biogenesis and help to reveal the potential SARS-CoV-2 host miRNAome system	2020-06-22	https://doi.org/10.1101/2020.06.18.156851
In vivo antiviral host response to SARS-CoV-2 by viral load, sex, and age	2020-06-22	https://doi.org/10.1101/2020.06.22.165225
ScRNA-seq discover cell cluster change under OAB: ACE2 expression reveal possible alternation of 2019-nCoV infectious pathway	2020-06-06	https://doi.org/10.1101/2020.06.05.137380
Disruption of the CCL5/RANTES-CCR5 Pathway Restores Immune Homeostasis and Reduces Plasma Viral Load in Critical COVID-19	2020-05-05	https://doi.org/10.1101/2020.05.02.20084673
Bioinformatic characterization of angiotensin-converting enzyme 2, the entry receptor for SARS-CoV-2	2020-04-13	https://doi.org/10.1101/2020.04.13.038752
log(x+1)* and log(1+x)	2020-05-19	https://doi.org/10.1101/2020.05.19.100214
Does the human placenta express the canonical cell entry mediators for SARS-CoV-2?	2020-05-18	https://doi.org/10.1101/2020.05.18.101485
Single-cell RNA expression profiling of ACE2, the putative receptor of Wuhan 2019-nCov	2020-01-26	https://doi.org/10.1101/2020.01.26.919985
Host, Viral, and Environmental Transcriptome Profiles of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2)	2020-04-20	https://doi.org/10.1101/2020.04.20.048066
Integrated analyses of single-cell atlases reveal age, gender, and smoking status associations with cell type-specific expression of mediators of SARS-CoV-2 viral entry and highlights inflammatory programs in putative target cells	2020-04-20	https://doi.org/10.1101/2020.04.19.049254
Generation of human bronchial organoids for SARS-CoV-2 research	2020-05-26	https://doi.org/10.1101/2020.05.25.115600
T-cell hyperactivation and paralysis in severe COVID-19 infection revealed by single-cell analysis	2020-05-26	https://doi.org/10.1101/2020.05.26.115923
SARS-CoV-2 selectively mimics a cleavable peptide of human ENaC in a strategic hijack of host proteolytic machinery	2020-04-30	https://doi.org/10.1101/2020.04.29.069476
SARS-CoV-2 receptor and entry genes are expressed by sustentacular cells in the human olfactory neuroepithelium	2020-04-02	https://doi.org/10.1101/2020.03.31.013268
SARS-CoV-2 genomics beyond the consensus sequence: evidence for circulating mixed viral populations	2020-05-28	https://doi.org/10.1101/2020.05.28.118992
Genetic Profiles in Pharmacogenes Indicate Personalized Drug Therapy for COVID-19	2020-03-30	https://doi.org/10.1101/2020.03.23.20041350
Distribution of ACE2, CD147, cyclophilins, CD26 and other SARS-CoV-2 associated molecules in human tissues and immune cells in health and disease	2020-05-15	https://doi.org/10.1101/2020.05.14.090332
Perversely expressed long noncoding RNAs can alter host response and viral proliferation in SARS-CoV-2 infection	2020-06-29	https://doi.org/10.1101/2020.06.29.177204
Discovery of potential imaging and therapeutic targets for severe inflammation in COVID-19 patients	2020-07-21	https://doi.org/10.1101/2020.07.20.213082
Single cell RNA sequencing of blood antigen-presenting cells in severe Covid-19 reveals multi-process defects in antiviral immunity	2020-07-21	https://doi.org/10.1101/2020.07.20.212837
The scRNA-seq expression profiling of the receptor ACE2 and the cellular protease TMPRSS2 reveals human organs susceptible to COVID-19 infection	2020-04-18	https://doi.org/10.1101/2020.04.16.045690
Cell-Type-Specific Expression of Renin-Angiotensin-System Components in the Human Body and Its Relevance to SARS-CoV-2 Infection	2020-04-11	https://doi.org/10.1101/2020.04.11.034603
RAAS blockade, kidney disease, and expression of ACE2, the entry receptor for SARS-CoV-2, in kidney epithelial and endothelial cells	2020-06-23	https://doi.org/10.1101/2020.06.23.167098
Single-cell analysis reveals the function of lung progenitor cells in COVID-19 patients	2020-07-13	https://doi.org/10.1101/2020.07.13.200188
Modulating the transcriptional landscape of SARS-CoV-2 as an effective method for developing antiviral compounds	2020-07-13	https://doi.org/10.1101/2020.07.12.199687
Alveolitis in severe SARS-CoV-2 pneumonia is driven by self-sustaining circuits between infected alveolar macrophages and T cells	2020-08-05	https://doi.org/10.1101/2020.08.05.238188
Intra-host site-specific polymorphisms of SARS-CoV-2 is consistent across multiple samples and methodologies	2020-04-29	https://doi.org/10.1101/2020.04.24.20078691
Integrated analysis of bulk multi omic and single-cell sequencing data confirms the molecular origin of hemodynamic changes in Covid-19 infection explaining coagulopathy and higher geriatric mortality	2020-04-29	https://doi.org/10.1101/2020.04.26.20081182
Single-cell Transcriptome Analysis Indicates New Potential Regulation Mechanism of ACE2 and NPs signaling among heart failure patients infected with SARS-CoV-2	2020-05-05	https://doi.org/10.1101/2020.04.30.20081257
Age-related expression of SARS-CoV-2 priming protease TMPRSS2 in the developing lung	2020-05-23	https://doi.org/10.1101/2020.05.22.111187
Lung epithelial stem cells express SARS-CoV-2 entry factors: implications for COVID-19	2020-05-23	https://doi.org/10.1101/2020.05.23.107334
Single-dose intranasal vaccination elicits systemic and mucosal immunity against SARS-CoV-2	2020-07-23	https://doi.org/10.1101/2020.07.23.212357
Single-cell Analysis of ACE2 Expression in Human Kidneys and Bladders Reveals a Potential Route of 2019-nCoV Infection	2020-02-18	https://doi.org/10.1101/2020.02.08.939892
The landscape of lung bronchoalveolar immune cells in COVID-19 revealed by single-cell RNA sequencing	2020-02-26	https://doi.org/10.1101/2020.02.23.20026690
Characterization of intra-host SARS-CoV-2 variants improves phylogenomic reconstruction and may reveal functionally convergent mutations	2020-04-26	https://doi.org/10.1101/2020.04.22.044404
Prediction of non-canonical routes for SARS-CoV-2 infection in human placenta cells	2020-06-12	https://doi.org/10.1101/2020.06.12.148411
Single-cell analysis of human lung epithelia reveals concomitant expression of the SARS-CoV-2 receptor ACE2 with multiple virus receptors and scavengers in alveolar type II cells	2020-04-17	https://doi.org/10.1101/2020.04.16.045617
Differential expression of COVID-19-related genes in European Americans and African Americans	2020-06-10	https://doi.org/10.1101/2020.06.09.143271
AGE IS ASSOCIATED WITH INCREASED EXPRESSION OF PATTERN RECOGNITION RECEPTOR GENES AND ACE2, THE RECEPTOR FOR SARS-COV-2: IMPLICATIONS FOR THE EPIDEMIOLOGY OF COVID-19 DISEASE	2020-06-16	https://doi.org/10.1101/2020.06.15.134403
Highly ACE2 Expression in Pancreas May Cause Pancreas Damage After SARS-CoV-2 Infection	2020-03-03	https://doi.org/10.1101/2020.02.28.20029181
Myocyte Specific Upregulation of ACE2 in Cardiovascular Disease: Implications for SARS-CoV-2 mediated myocarditis	2020-04-14	https://doi.org/10.1101/2020.04.09.20059204
ApharSeq: An Extraction-free Early-Pooling Protocol for Massively Multiplexed SARS-CoV-2 Detection	2020-08-13	https://doi.org/10.1101/2020.08.08.20170746
A single-cell RNA expression map of human coronavirus entry factors	2020-05-09	https://doi.org/10.1101/2020.05.08.084806
Screening and testing for a suitable untransfected cell line for SARS-CoV-2 studies	2020-07-09	https://doi.org/10.1101/2020.07.09.195040
SARS-CoV-2 entry related genes are comparably expressed in children's lung as adults	2020-05-26	https://doi.org/10.1101/2020.05.25.20110890
Identification of Drugs Blocking SARS-CoV-2 Infection using Human Pluripotent Stem Cell-derived Colonic Organoids	2020-05-02	https://doi.org/10.1101/2020.05.02.073320
Knowledge synthesis from 100 million biomedical documents augments the deep expression profiling of coronavirus receptors	2020-03-29	https://doi.org/10.1101/2020.03.24.005702
The Nucleocapsid Protein of SARS-CoV-2 Abolished Pluripotency in Human Induced Pluripotent Stem Cells	2020-03-28	https://doi.org/10.1101/2020.03.26.010694
Deciphering the state of immune silence in fatal COVID-19 patients	2020-08-13	https://doi.org/10.1101/2020.08.10.20170894
Human Embryonic Stem Cell-derived Lung Organoids: a Model for SARS-CoV-2 Infection and Drug Test	2020-08-12	https://doi.org/10.1101/2020.08.10.244350
Comorbidities associated with regional variations in COVID-19 mortality revealed by population-level analysis	2020-07-29	https://doi.org/10.1101/2020.07.27.20158105
scRNA-seq reveals ACE2 and TMPRSS2 expression in TROP2+ Liver Progenitor Cells: Implications in COVID-19 associated Liver Dysfunction	2020-03-25	https://doi.org/10.1101/2020.03.23.002832
Early temporal dynamics of cellular responses to SARS-CoV-2	2020-06-18	https://doi.org/10.1101/2020.06.18.158154
Single Nucleus Multiomic Profiling Reveals Age-Dynamic Regulation of Host Genes Associated with SARS-CoV-2 Infection	2020-04-14	https://doi.org/10.1101/2020.04.12.037580
SARS-CoV-2 infects brain choroid plexus and disrupts the blood-CSF-barrier	2020-08-21	https://doi.org/10.1101/2020.08.20.259937
Relative Abundance of SARS-CoV-2 Entry Genes in the Enterocytes of the Lower Gastrointestinal Tract	2020-04-09	https://doi.org/10.1101/2020.04.08.033001
Suppressive myeloid cells are a hallmark of severe COVID-19	2020-06-05	https://doi.org/10.1101/2020.06.03.20119818
Transcriptomic dysregulations associated with SARS-CoV-2 infection in human nasopharyngeal and peripheral blood mononuclear cells	2020-09-09	https://doi.org/10.1101/2020.09.09.289850
Progenitor identification and SARS-CoV-2 infection in long-term human distal lung organoid cultures	2020-07-27	https://doi.org/10.1101/2020.07.27.212076
Molecular mechanisms of Cardiac Injury associated with myocardial SARS-CoV-2 infection	2020-07-27	https://doi.org/10.1101/2020.07.27.220954
COVID-19 and Rheumatoid Arthritis share myeloid pathogenic and resolving pathways	2020-07-26	https://doi.org/10.1101/2020.07.26.221572
Plasma IL-6 Levels following Corticosteroid Therapy as an Indicator of ICU Length of Stay in Critically ill COVID-19 Patients	2020-07-03	https://doi.org/10.1101/2020.07.02.20144733
Meta-analysis of transcriptomes of SARS-Cov2 infected human lung epithelial cells identifies transmembrane serine proteases co-expressed with ACE2 and biological processes related to viral entry, immunity, inflammation and cellular stress.	2020-05-13	https://doi.org/10.1101/2020.05.12.091314
Genes Encoding ACE2, TMPRSS2 and Related Proteins Mediating SARS-CoV-2 Viral Entry are Upregulated with Age in Human Cardiomyocytes	2020-07-07	https://doi.org/10.1101/2020.07.07.191429
PACIFIC: A lightweight deep-learning classifier of SARS-CoV-2 and co-infecting RNA viruses	2020-07-24	https://doi.org/10.1101/2020.07.24.219097
A single-cell atlas of the peripheral immune response to severe COVID-19	2020-04-23	https://doi.org/10.1101/2020.04.17.20069930
Single-cell RNA expression profiling of ACE2, the putative receptor of Wuhan 2019-nCoV, in the nasal tissue	2020-02-13	https://doi.org/10.1101/2020.02.11.20022228
Large-scale Multi-omic Analysis of COVID-19 Severity	2020-07-19	https://doi.org/10.1101/2020.07.17.20156513
VIRTUS: a pipeline for comprehensive virus analysis from conventional RNA-seq data	2020-05-09	https://doi.org/10.1101/2020.05.08.085308
The differential immune responses to COVID-19 in peripheral and lung revealed by single-cell RNA sequencing	2020-08-17	https://doi.org/10.1101/2020.08.15.20175638
Human-to-human transmission of 2019-novel coronavirus (2019-nCoV)	2020-02-05	https://doi.org/10.1101/2020.02.03.20019141
Clinical Manifestations of Children with COVID-19: a Systematic Review	2020-04-03	https://doi.org/10.1101/2020.04.01.20049833
Susceptibility of swine cells and domestic pigs to SARS-CoV-2	2020-08-16	https://doi.org/10.1101/2020.08.15.252395
Validation of Saliva and Self-Administered Nasal Swabs for COVID-19 Testing	2020-08-14	https://doi.org/10.1101/2020.08.13.20173807
Airway expression of SARS-CoV-2 receptor, ACE2, and proteases, TMPRSS2 and furin, in severe asthma	2020-07-03	https://doi.org/10.1101/2020.06.29.20142091
Development and validation of the COVID-19 severity index (CSI): a prognostic tool for early respiratory decompensation	2020-05-12	https://doi.org/10.1101/2020.05.07.20094573
A comparison of health care worker-collected foam and polyester nasal swabs in convalescent COVID-19 patients	2020-05-01	https://doi.org/10.1101/2020.04.28.20083055
The role of comorbidities and clinical predictors of severe disease in COVID-19: a systematic review and meta-analysis	2020-04-25	https://doi.org/10.1101/2020.04.21.20074633
Estimating false-negative detection rate of SARS-CoV-2 by RT-PCR	2020-04-07	https://doi.org/10.1101/2020.04.05.20053355
Functionalized TiO2 nanotube-based Electrochemical Biosensor for Rapid Detection of SARS-CoV-2	2020-09-09	https://doi.org/10.1101/2020.09.07.20190173
Reliability of self-sampling for accurate assessment of respiratory virus viral and immunologic kinetics	2020-04-06	https://doi.org/10.1101/2020.04.03.20051706
Female reproductive tract has low concentration of SARS-CoV2 receptors	2020-06-22	https://doi.org/10.1101/2020.06.20.163097
Mathematical modeling explains differential SARS CoV-2 kinetics in lung and nasal passages in remdesivir treated rhesus macaques	2020-06-22	https://doi.org/10.1101/2020.06.21.163550
More than just smell - COVID-19 is associated with severe impairment of smell, taste, and chemesthesis	2020-05-08	https://doi.org/10.1101/2020.05.04.20090902
Patient-collected tongue, nasal, and mid-turbinate swabs for SARS-CoV-2 yield equivalent sensitivity to health care worker collected nasopharyngeal swabs	2020-04-06	https://doi.org/10.1101/2020.04.01.20050005
ENVIRONMENTAL SAFETY EVALUATION OF THE PROTECTION AND ISOLATION SYSTEM FOR PATIENTS WITH COVID-19.	2020-06-07	https://doi.org/10.1101/2020.06.04.20122838
Neuropilin-1 facilitates SARS-CoV-2 cell entry and provides a possible pathway into the central nervous system	2020-06-07	https://doi.org/10.1101/2020.06.07.137802
Objective Olfactory Evaluation of Self-reported Olfactory Dysfunction in a Case Series of 86 COVID-19 Patients	2020-05-08	https://doi.org/10.1101/2020.05.03.20088526
Sensitivity of Nasopharyngeal, Nasal and Throat Swab for the Detection of SARS-CoV-2	2020-05-08	https://doi.org/10.1101/2020.05.05.20084889
A single intranasal dose of chimpanzee adenovirus-vectored vaccine confers sterilizing immunity against SARS-CoV-2 infection	2020-07-17	https://doi.org/10.1101/2020.07.16.205088
Effective Inhibition of SARS-CoV-2 Entry by Heparin and Enoxaparin Derivatives	2020-06-08	https://doi.org/10.1101/2020.06.08.140236
Combined oropharyngeal/nasal swab is equivalent to nasopharyngeal sampling for SARS-CoV-2 diagnostic PCR	2020-06-07	https://doi.org/10.1101/2020.06.05.20123745
Symptom Course in COVID-19 Outpatients	2020-06-07	https://doi.org/10.1101/2020.06.05.20123471
Host transcriptional responses and SARS-CoV-2 isolates from the nasopharyngeal samples of Bangladeshi COVID-19 patients	2020-07-24	https://doi.org/10.1101/2020.07.23.218198
Nasal-Swab Testing Misses Patients with Low SARS-CoV-2 Viral Loads	2020-06-14	https://doi.org/10.1101/2020.06.12.20128736
Analysis of hospitalized COVID-19 patients in the Mount Sinai Health System using electronic medical records (EMR) reveals important prognostic factors for improved clinical outcomes	2020-05-04	https://doi.org/10.1101/2020.04.28.20075788
Rescue of SARS-CoV-2 from a single bacterial artificial chromosome	2020-07-22	https://doi.org/10.1101/2020.07.22.216358
Evaluation of K18-hACE2 mice as a model of SARS-CoV-2 infection	2020-06-26	https://doi.org/10.1101/2020.06.26.171033
Saliva offers a sensitive, specific and non-invasive alternative to upper respiratory swabs for SARS-CoV-2 diagnosis.	2020-07-11	https://doi.org/10.1101/2020.07.09.20149534
Rapid point of care nucleic acid testing for SARS-CoV-2 in hospitalised patients: a clinical trial and implementation study	2020-06-02	https://doi.org/10.1101/2020.05.31.20114520
Pathogenesis, transmission and response to re-exposure of SARS-CoV-2 in domestic cats	2020-06-01	https://doi.org/10.1101/2020.05.28.120998
Real-world Experience with Favipiravir for Treatment of COVID-19 in Thailand: Results from a Multi-center Observational Study	2020-07-01	https://doi.org/10.1101/2020.06.24.20133249
Infection and mortality of healthcare workers worldwide from COVID-19: a scoping review	2020-06-05	https://doi.org/10.1101/2020.06.04.20119594
Comparative study of four SARS-CoV-2 Nucleic Acid Amplification Test (NAAT) platforms demonstrates that ID NOW performance is impaired substantially by patient and specimen type.	2020-06-05	https://doi.org/10.1101/2020.06.04.135616
Transcriptional profiling of immune and inflammatory responses in the context of SARS-CoV-2 fungal superinfection in a human airway epithelial model	2020-05-19	https://doi.org/10.1101/2020.05.19.103630
