Candidate screening of host cell membrane proteins involved in SARS-CoV-2 entry	2020-09-09	https://doi.org/10.1101/2020.09.09.289488
ALTERED MOLECULAR PATHWAYS OBSERVED IN NASO-OROPHARYNGEAL SAMPLES OF SARS-CoV-2 PATIENTS	2020-05-18	https://doi.org/10.1101/2020.05.14.20102558
Serum protein profiling reveals a landscape of inflammation and immune signaling in early-stage COVID-19 infection	2020-05-13	https://doi.org/10.1101/2020.05.08.20095836
SARS-CoV-2 Nucleocapsid protein is decorated with multiple N- and O-glycans.	2020-08-27	https://doi.org/10.1101/2020.08.26.269043
Exploring diseases/traits and blood proteins causally related to expression of ACE2, the putative receptor of 2019-nCov: A Mendelian Randomization analysis	2020-03-08	https://doi.org/10.1101/2020.03.04.20031237
Distinct early IgA profile may determine severity of COVID-19 symptoms: an immunological case series	2020-04-17	https://doi.org/10.1101/2020.04.14.20059733
Sampling SARS-CoV-2 proteomes for predicted CD8 T-cell epitopes as a tool for understanding immunogenic breadth and rationale vaccine design	2020-08-16	https://doi.org/10.1101/2020.08.15.250647
Artificial intelligence predicts the immunogenic landscape of SARS-CoV-2: toward universal blueprints for vaccine designs	2020-04-21	https://doi.org/10.1101/2020.04.21.052084
Global variation in the SARS-CoV-2 proteome reveals the mutational hotspots in the drug and vaccine candidates	2020-07-31	https://doi.org/10.1101/2020.07.31.230987
Immunoinformatic identification of B cell and T cell epitopes in the SARS-CoV-2 proteome	2020-05-14	https://doi.org/10.1101/2020.05.14.093757
Global BioID-based SARS-CoV-2 proteins proximal interactome unveils novel ties between viral polypeptides and host factors involved in multiple COVID19-associated mechanisms	2020-08-29	https://doi.org/10.1101/2020.08.28.272955
Secondary analysis of transcriptomes of SARS-CoV-2 infection models to characterize COVID-19	2020-08-28	https://doi.org/10.1101/2020.08.27.270835
ReScan, a Multiplex Diagnostic Pipeline, Pans Human Sera for SARS-CoV-2 Antigens	2020-05-13	https://doi.org/10.1101/2020.05.11.20092528
Antibody dynamics to SARS-CoV-2 in Asymptomatic and Mild COVID-19 patients	2020-07-11	https://doi.org/10.1101/2020.07.09.20149633
Multi-level proteomics reveals host-perturbation strategies of SARS-CoV-2 and SARS-CoV	2020-06-17	https://doi.org/10.1101/2020.06.17.156455
Proteome-wide analysis of differentially-expressed SARS-CoV-2 antibodies in early COVID-19 infection	2020-04-20	https://doi.org/10.1101/2020.04.14.20064535
Common low complexity regions for SARS-CoV-2 and human proteomes as potential multidirectional risk factor in vaccine development	2020-08-11	https://doi.org/10.1101/2020.08.11.245993
A SARS-CoV-2 Vaccination Strategy Focused on Population-Scale Immunity	2020-04-02	https://doi.org/10.1101/2020.03.31.018978
SARS-CoV2 (COVID-19) Structural/Evolution Dynamicome: Insights into functional evolution and human genomics.	2020-05-15	https://doi.org/10.1101/2020.05.15.098616
COVID-19 coronavirus vaccine design using reverse vaccinology and machine learning	2020-03-21	https://doi.org/10.1101/2020.03.20.000141
Inhibiting coronavirus replication in cultured cells by chemical ER stress	2020-08-26	https://doi.org/10.1101/2020.08.26.266304
Relevance of enriched expression of SARS-CoV-2 binding receptor ACE2 in gastrointestinal tissue with pathogenesis of digestive symptoms, diabetes-associated mortality, and disease recurrence in COVID-19 patients	2020-04-15	https://doi.org/10.1101/2020.04.14.040204
Global profiling of SARS-CoV-2 specific IgG/ IgM responses of convalescents using a proteome microarray	2020-03-27	https://doi.org/10.1101/2020.03.20.20039495
Dark proteome of Newly Emerged SARS-CoV-2 in Comparison with Human and Bat Coronaviruses	2020-03-14	https://doi.org/10.1101/2020.03.13.990598
Shotgun proteomics of SARS-CoV-2 infected cells and its application to the optimisation of whole viral particle antigen production for vaccines	2020-04-17	https://doi.org/10.1101/2020.04.17.046193
Microscopy-based assay for semi-quantitative detection of SARS-CoV-2 specific antibodies in human sera	2020-06-15	https://doi.org/10.1101/2020.06.15.152587
CD8+ T cell cross-reactivity against SARS-CoV-2 conferred by other coronavirus strains and influenza virus	2020-05-20	https://doi.org/10.1101/2020.05.20.107292
Multi-organ Proteomic Landscape of COVID-19 Autopsies	2020-08-19	https://doi.org/10.1101/2020.08.16.20176065
In silico Proteome analysis of Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)	2020-05-24	https://doi.org/10.1101/2020.05.23.104919
Multi-pronged human protein mimicry by SARS-CoV-2 reveals bifurcating potential for MHC detection and immune evasion	2020-06-19	https://doi.org/10.1101/2020.06.19.161620
Systematic modeling of SARS-CoV-2 protein structures	2020-07-17	https://doi.org/10.1101/2020.07.16.207308
Citizen Scientists Create an Exascale Computer to Combat COVID-19	2020-06-30	https://doi.org/10.1101/2020.06.27.175430
Modeling of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Proteins by Machine Learning and Physics-Based Refinement	2020-03-28	https://doi.org/10.1101/2020.03.25.008904
rSWeeP: A R/Bioconductor package deal with SWeeP sequences representation	2020-09-10	https://doi.org/10.1101/2020.09.09.290247
Human leukocyte antigen susceptibility map for SARS-CoV-2	2020-03-26	https://doi.org/10.1101/2020.03.22.20040600
Urine Proteome of COVID-19 Patients	2020-05-06	https://doi.org/10.1101/2020.05.02.20088666
SARS-CoV-2 3CLpro Whole Human Proteome Cleavage Prediction and Enrichment/Depletion Analysis	2020-08-25	https://doi.org/10.1101/2020.08.24.265645
The aging transcriptome and cellular landscape of the human lung in relation to SARS-CoV-2	2020-04-09	https://doi.org/10.1101/2020.04.07.030684
Vulnerabilities of the SARS-CoV-2 virus to proteotoxicity -- opportunity for repurposed chemotherapy of COVID-19 infection	2020-04-09	https://doi.org/10.1101/2020.04.07.029488
A direct RNA-protein interaction atlas of the SARS-CoV-2 RNA in infected human cells	2020-07-15	https://doi.org/10.1101/2020.07.15.204404
Identification of Immune complement function as a determinant of adverse SARS-CoV-2 infection outcome	2020-05-13	https://doi.org/10.1101/2020.05.05.20092452
Computationally validated SARS-CoV-2 CTL and HTL Multi-Patch Vaccines designed by reverse epitomics approach, shows potential to cover large ethnically distributed human population worldwide	2020-09-06	https://doi.org/10.1101/2020.09.06.284992
Functional and druggability analysis of the SARS-CoV-2 proteome	2020-08-22	https://doi.org/10.1101/2020.08.21.261404
Scrutinizing the SARS-CoV-2 protein information for the designing an effective vaccine encompassing both the T-cell and B-cell epitopes	2020-04-01	https://doi.org/10.1101/2020.03.26.009209
A SARS-CoV-2 - host proximity interactome	2020-09-04	https://doi.org/10.1101/2020.09.03.282103
Compositional Variability and Mutation Spectra of Monophyletic SARS-CoV-2 Clades	2020-08-27	https://doi.org/10.1101/2020.08.26.267781
CETSA MS profiling for a comparative assessment of FDA approved antivirals repurposed for COVID-19 therapy identifies Trip13 as a Remdesivir off-target	2020-07-20	https://doi.org/10.1101/2020.07.19.210492
SARS-CoV2 spike protein displays biologically significant similarities with paramyxovirus surface proteins; a bioinformatics study	2020-07-20	https://doi.org/10.1101/2020.07.20.210534
Multi-Omics integration analysis of respiratory specimen characterizes baseline molecular determinants associated with COVID-19 diagnosis.	2020-07-07	https://doi.org/10.1101/2020.07.06.20147082
In-depth blood proteome profiling analysis revealed distinct functional characteristics of plasma proteins between severe and non-severe COVID-19 patients	2020-08-18	https://doi.org/10.1101/2020.08.18.255315
Architecture and self-assembly of the SARS-CoV-2 nucleocapsid protein	2020-05-17	https://doi.org/10.1101/2020.05.17.100685
Deducing the N- and O- glycosylation profile of the spike protein of novel coronavirus SARS-CoV-2	2020-04-03	https://doi.org/10.1101/2020.04.01.020966
SARS CoV-2 nucleocapsid protein forms condensates with viral genomic RNA	2020-09-14	https://doi.org/10.1101/2020.09.14.295824
The Coronavirus Network Explorer: Mining a large-scale knowledge graph for effects of SARS-CoV-2 on host cell function	2020-09-14	https://doi.org/10.1101/2020.09.14.296327
A Combined approach of MALDI-TOF Mass Spectrometry and multivariate analysis as a potential tool for the detection of SARS-CoV-2 virus in nasopharyngeal swabs.	2020-05-07	https://doi.org/10.1101/2020.05.07.082925
Cryo-EM Structures of the SARS-CoV-2 Endoribonuclease Nsp15	2020-08-11	https://doi.org/10.1101/2020.08.11.244863
Mass Spectrometric Identification of SARS-CoV-2 Proteins from Gargle Solution Samples of COVID-19 Patients	2020-04-19	https://doi.org/10.1101/2020.04.18.047878
Crystallographic and electrophilic fragment screening of the SARS-CoV-2 main protease	2020-05-27	https://doi.org/10.1101/2020.05.27.118117
Characterisation of the transcriptome and proteome of SARS-CoV-2 using direct RNA sequencing and tandem mass spectrometry reveals evidence for a cell passage induced in-frame deletion in the spike glycoprotein that removes the furin-like cleavage site.	2020-03-24	https://doi.org/10.1101/2020.03.22.002204
Boceprevir, GC-376, and calpain inhibitors II, XII inhibit SARS-CoV-2 viral replication by targeting the viral main protease	2020-04-20	https://doi.org/10.1101/2020.04.20.051581
A SARS-CoV-2-Human Protein-Protein Interaction Map Reveals Drug Targets and Potential Drug-Repurposing	2020-03-22	https://doi.org/10.1101/2020.03.22.002386
The utility of native MS for understanding the mechanism of action of repurposed therapeutics in COVID-19: heparin as a disruptor of the SARS-CoV-2 interaction with its host cell receptor.	2020-06-10	https://doi.org/10.1101/2020.06.09.142794
Celebrex adjuvant therapy on COVID-19: An experimental study	2020-05-11	https://doi.org/10.1101/2020.05.05.20077610
Allosteric inhibition of the SARS-CoV-2 main protease - insights from mass spectrometry-based assays	2020-07-29	https://doi.org/10.1101/2020.07.29.226761
Production of Trimeric SARS-CoV-2 Spike Protein by CHO Cells for Serological COVID-19 Testing	2020-08-13	https://doi.org/10.1101/2020.08.07.20169441
Site-specific N-glycosylation Characterization of Recombinant SARS-CoV-2 Spike Proteins using High-Resolution Mass Spectrometry	2020-03-29	https://doi.org/10.1101/2020.03.28.013276
N-glycosylation network construction and analysis to modify glycans on the spike S glycoprotein of SARS-CoV-2.	2020-06-24	https://doi.org/10.1101/2020.06.23.167791
Mucin-type O-glycosylation Landscapes of SARS-CoV-2 Spike Proteins	2020-07-30	https://doi.org/10.1101/2020.07.29.227785
Proteotyping SARS-CoV-2 virus from nasopharyngeal swabs: a proof-of-concept focused on a 3 min mass spectrometry window	2020-06-19	https://doi.org/10.1101/2020.06.19.161000
Covid-19 automated diagnosis and risk assessment through Metabolomics and Machine-Learning	2020-07-27	https://doi.org/10.1101/2020.07.24.20161828
A clinical MALDI-ToF Mass spectrometry assay for SARS-CoV-2: Rational design and multi-disciplinary team work.	2020-08-22	https://doi.org/10.1101/2020.08.22.20176669
Development of mass spectrometry-based targeted assay for direct detection of novel SARS-CoV-2 coronavirus from clinical specimens	2020-08-06	https://doi.org/10.1101/2020.08.05.20168948
TARGETED PROTEOMICS FOR THE DETECTION OF SARS-COV-2 PROTEINS.	2020-04-23	https://doi.org/10.1101/2020.04.23.057810
Large-scale Multi-omic Analysis of COVID-19 Severity	2020-07-19	https://doi.org/10.1101/2020.07.17.20156513
